Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Clubs, Queen of Spades, King of Diamonds",24,"3 of Clubs, 5 of Hearts, 5 of Spades, 7 of Hearts",20,[],,20,10010,10,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Diamonds, Jack of Clubs",18,"9 of Clubs, 3 of Clubs, Queen of Diamonds",22,[],,-10,9990,-20,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Hearts, 3 of Clubs, 5 of Clubs",17,"8 of Hearts, Ace of Clubs",19,[],,20,10000,10,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Spades, 10 of Diamonds",17,"2 of Spades, 10 of Clubs, Ace of Clubs, 2 of Spades, 3 of Clubs",18,[],,20,10010,10,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Hearts, 5 of Hearts, King of Spades",24,"4 of Hearts, King of Clubs, Jack of Hearts, Ace of Hearts",25,[],,0,10010,-10,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Hearts, 3 of Spades, King of Spades",17,"4 of Clubs, 7 of Hearts, 9 of Spades",20,[],,20,10020,10,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Hearts, 7 of Hearts",17,King of Diamonds,10,6 of Hearts,6,-20,9980,-40,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Spades, 5 of Clubs, 7 of Hearts",22,"King of Spades, 9 of Diamonds",19,[],,20,9990,10,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Hearts, Queen of Clubs",17,"10 of Spades, 7 of Diamonds",17,[],,0,9990,-10,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Hearts, King of Spades",20,"8 of Diamonds, 2 of Hearts, Ace of Hearts",21,[],,20,10000,10,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Spades, 9 of Spades, 6 of Diamonds",20,"Jack of Clubs, Ace of Spades",21,[],,20,10010,10,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Diamonds, 7 of Spades",17,"8 of Hearts, 10 of Spades",18,[],,20,10020,10,strat2
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Diamonds, 5 of Diamonds, 9 of Spades",24,"2 of Spades, Jack of Hearts, Jack of Clubs",22,[],,0,10020,-10,strat2
