Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Hearts, 3 of Hearts, 7 of Spades, 10 of Diamonds",23,"7 of Diamonds, Jack of Spades",17,[],,20,10010,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Clubs, Ace of Diamonds",21,"Ace of Diamonds, 9 of Diamonds",20,[],,-10,9990,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Hearts, Queen of Clubs, 3 of Diamonds",18,"9 of Hearts, Queen of Hearts",19,[],,20,10000,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Clubs, 2 of Spades, Ace of Spades",18,"7 of Hearts, 6 of Clubs, King of Diamonds",23,[],,-10,9980,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Hearts, Jack of Spades, 5 of Hearts",19,"Ace of Diamonds, 6 of Hearts",17,[],,-10,9960,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Spades, 3 of Clubs, King of Spades",22,"7 of Clubs, 10 of Spades",17,[],,20,9970,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Clubs, 9 of Hearts, 6 of Clubs",19,"4 of Spades, 9 of Diamonds, 10 of Spades",23,[],,-10,9950,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Spades, Ace of Hearts",21,"2 of Clubs, 3 of Spades, 7 of Diamonds, 8 of Clubs",20,[],,-10,9930,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Hearts, 4 of Clubs, King of Hearts",24,"Jack of Clubs, Jack of Hearts",20,[],,20,9940,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Diamonds, 7 of Clubs, Ace of Hearts, 7 of Hearts",20,"6 of Clubs, 10 of Diamonds, Jack of Spades",26,[],,-10,9920,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Hearts, Jack of Diamonds, 4 of Clubs",17,"6 of Spades, Queen of Hearts, 4 of Diamonds",20,[],,20,9930,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Spades, 5 of Clubs, 2 of Hearts, 10 of Clubs",24,"6 of Spades, 4 of Diamonds, 7 of Spades",17,[],,20,9940,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Spades, 8 of Diamonds, 7 of Spades",22,"6 of Diamonds, 2 of Spades, 5 of Spades, 4 of Clubs",17,[],,20,9950,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Hearts, 5 of Hearts, Jack of Hearts",21,"4 of Diamonds, Queen of Clubs, King of Spades, Ace of Hearts",25,[],,-10,9930,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Hearts, 2 of Hearts, 10 of Spades",21,"8 of Hearts, Jack of Diamonds",18,[],,-10,9910,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Diamonds, Jack of Hearts",18,"4 of Hearts, 6 of Clubs, 10 of Diamonds",20,[],,20,9920,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Hearts, 3 of Clubs, 8 of Spades",21,"2 of Diamonds, 8 of Hearts, 5 of Spades",15,[],,-10,9900,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"2 of Hearts, 8 of Clubs, 3 of Diamonds, 8 of Diamonds",21,"8 of Spades, King of Spades",18,[],,-10,9880,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Ace of Spades, 8 of Clubs",19,"2 of Clubs, 7 of Hearts, 6 of Clubs, 6 of Diamonds",21,[],,20,9890,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Diamonds, 2 of Spades, 4 of Spades, 9 of Clubs",25,"9 of Spades, 9 of Clubs",18,[],,20,9900,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"4 of Hearts, King of Diamonds, 9 of Spades",23,"4 of Clubs, 4 of Hearts, 3 of Diamonds, Ace of Clubs, Ace of Clubs",23,[],,0,9900,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Hearts, 10 of Clubs",20,"8 of Diamonds, Jack of Clubs",18,[],,-10,9880,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Diamonds, 5 of Hearts, Ace of Clubs",19,"5 of Diamonds, 5 of Hearts, 9 of Hearts",19,[],,0,9880,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"7 of Diamonds, Jack of Spades",17,"7 of Hearts, 5 of Spades, 3 of Clubs, 7 of Hearts",22,[],,-10,9860,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"10 of Hearts, 7 of Diamonds",17,"King of Spades, 8 of Hearts",18,[],,20,9870,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Clubs, 6 of Spades, 2 of Spades",18,"10 of Spades, 10 of Clubs",20,[],,20,9880,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Spades, Queen of Clubs",19,"Jack of Diamonds, Queen of Diamonds",20,[],,20,9890,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Clubs, 8 of Spades, 9 of Diamonds",22,"9 of Clubs, Jack of Clubs",19,[],,20,9900,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Diamonds, 8 of Hearts, 2 of Diamonds, Queen of Clubs",23,"2 of Hearts, Jack of Clubs, 3 of Hearts, Queen of Spades",25,[],,0,9900,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"9 of Spades, Ace of Hearts",20,"8 of Diamonds, 10 of Hearts",18,[],,-10,9880,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"King of Diamonds, 10 of Clubs",20,"3 of Diamonds, Queen of Diamonds, Queen of Spades",23,[],,-10,9860,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Jack of Hearts, Ace of Clubs",21,"5 of Diamonds, 7 of Clubs, 4 of Diamonds, King of Clubs",26,[],,-10,9840,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"8 of Hearts, King of Diamonds",18,"8 of Spades, Ace of Spades",19,[],,20,9850,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"Queen of Spades, Jack of Diamonds",20,"King of Hearts, 6 of Diamonds, 4 of Hearts",20,[],,0,9850,-10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"5 of Diamonds, 7 of Diamonds, 8 of Spades",20,"2 of Diamonds, Queen of Diamonds, Queen of Spades",22,[],,-10,9830,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"3 of Clubs, King of Diamonds, 5 of Clubs",18,"10 of Hearts, Queen of Hearts",20,[],,20,9840,10,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
"6 of Diamonds, 6 of Spades, 3 of Spades, 6 of Clubs",21,"King of Clubs, 6 of Diamonds, Queen of Diamonds",26,[],,-10,9820,-20,strat3
Dealer Hand,Dealer Hand Value,Player Hand,Player Hand Value,Split Hand,Split Hand Value,Profit,Balance,Revenue,Strategy
